,Periodo,1.Dólar observado,dia,mes,year
1827,2005-01-01 00:00:00,,01,01,2005
1828,2005-01-02 00:00:00,,02,01,2005
1829,2005-01-03 00:00:00,557.4,03,01,2005
1830,2005-01-04 00:00:00,560.3,04,01,2005
1831,2005-01-05 00:00:00,568.95,05,01,2005
1832,2005-01-06 00:00:00,571.32,06,01,2005
1833,2005-01-07 00:00:00,569.37,07,01,2005
1834,2005-01-08 00:00:00,,08,01,2005
1835,2005-01-09 00:00:00,,09,01,2005
1836,2005-01-10 00:00:00,567.95,10,01,2005
1837,2005-01-11 00:00:00,567.1,11,01,2005
1838,2005-01-12 00:00:00,567.53,12,01,2005
1839,2005-01-13 00:00:00,568.71,13,01,2005
1840,2005-01-14 00:00:00,567.05,14,01,2005
1841,2005-01-15 00:00:00,,15,01,2005
1842,2005-01-16 00:00:00,,16,01,2005
1843,2005-01-17 00:00:00,571.51,17,01,2005
1844,2005-01-18 00:00:00,574.63,18,01,2005
1845,2005-01-19 00:00:00,580.4,19,01,2005
1846,2005-01-20 00:00:00,580.09,20,01,2005
1847,2005-01-21 00:00:00,584.22,21,01,2005
1848,2005-01-22 00:00:00,,22,01,2005
1849,2005-01-23 00:00:00,,23,01,2005
1850,2005-01-24 00:00:00,580.45,24,01,2005
1851,2005-01-25 00:00:00,577.96,25,01,2005
1852,2005-01-26 00:00:00,584.92,26,01,2005
1853,2005-01-27 00:00:00,584.64,27,01,2005
1854,2005-01-28 00:00:00,585.83,28,01,2005
1855,2005-01-29 00:00:00,,29,01,2005
1856,2005-01-30 00:00:00,,30,01,2005
1857,2005-01-31 00:00:00,586.18,31,01,2005
1858,2005-02-01 00:00:00,585.4,01,02,2005
1859,2005-02-02 00:00:00,583.84,02,02,2005
1860,2005-02-03 00:00:00,582.55,03,02,2005
1861,2005-02-04 00:00:00,577.33,04,02,2005
1862,2005-02-05 00:00:00,,05,02,2005
1863,2005-02-06 00:00:00,,06,02,2005
1864,2005-02-07 00:00:00,575.69,07,02,2005
1865,2005-02-08 00:00:00,576.84,08,02,2005
1866,2005-02-09 00:00:00,579.35,09,02,2005
1867,2005-02-10 00:00:00,580.29,10,02,2005
1868,2005-02-11 00:00:00,575.35,11,02,2005
1869,2005-02-12 00:00:00,,12,02,2005
1870,2005-02-13 00:00:00,,13,02,2005
1871,2005-02-14 00:00:00,572.18,14,02,2005
1872,2005-02-15 00:00:00,569.55,15,02,2005
1873,2005-02-16 00:00:00,567.82,16,02,2005
1874,2005-02-17 00:00:00,569.35,17,02,2005
1875,2005-02-18 00:00:00,566.49,18,02,2005
1876,2005-02-19 00:00:00,,19,02,2005
1877,2005-02-20 00:00:00,,20,02,2005
1878,2005-02-21 00:00:00,566.41,21,02,2005
1879,2005-02-22 00:00:00,566.18,22,02,2005
1880,2005-02-23 00:00:00,563.22,23,02,2005
