,Periodo,1.Dólar observado,dia,mes,year
0,2010-01-01 00:00:00,,01,01,2010
1,2010-01-02 00:00:00,,02,01,2010
2,2010-01-03 00:00:00,,03,01,2010
3,2010-01-04 00:00:00,507.1,04,01,2010
4,2010-01-05 00:00:00,505.7,05,01,2010
5,2010-01-06 00:00:00,504.22,06,01,2010
6,2010-01-07 00:00:00,497.93,07,01,2010
7,2010-01-08 00:00:00,494.54,08,01,2010
8,2010-01-09 00:00:00,,09,01,2010
9,2010-01-10 00:00:00,,10,01,2010
10,2010-01-11 00:00:00,492.37,11,01,2010
11,2010-01-12 00:00:00,489.47,12,01,2010
12,2010-01-13 00:00:00,491.16,13,01,2010
13,2010-01-14 00:00:00,490.01,14,01,2010
14,2010-01-15 00:00:00,493.0,15,01,2010
15,2010-01-16 00:00:00,,16,01,2010
16,2010-01-17 00:00:00,,17,01,2010
17,2010-01-18 00:00:00,492.9,18,01,2010
18,2010-01-19 00:00:00,490.89,19,01,2010
19,2010-01-20 00:00:00,492.21,20,01,2010
20,2010-01-21 00:00:00,495.2,21,01,2010
21,2010-01-22 00:00:00,498.75,22,01,2010
22,2010-01-23 00:00:00,,23,01,2010
23,2010-01-24 00:00:00,,24,01,2010
24,2010-01-25 00:00:00,506.36,25,01,2010
25,2010-01-26 00:00:00,506.88,26,01,2010
26,2010-01-27 00:00:00,512.12,27,01,2010
27,2010-01-28 00:00:00,520.69,28,01,2010
28,2010-01-29 00:00:00,531.75,29,01,2010
29,2010-01-30 00:00:00,,30,01,2010
30,2010-01-31 00:00:00,,31,01,2010
31,2010-02-01 00:00:00,523.1,01,02,2010
32,2010-02-02 00:00:00,528.48,02,02,2010
33,2010-02-03 00:00:00,528.58,03,02,2010
34,2010-02-04 00:00:00,535.51,04,02,2010
35,2010-02-05 00:00:00,546.18,05,02,2010
36,2010-02-06 00:00:00,,06,02,2010
37,2010-02-07 00:00:00,,07,02,2010
38,2010-02-08 00:00:00,543.35,08,02,2010
39,2010-02-09 00:00:00,541.39,09,02,2010
40,2010-02-10 00:00:00,541.23,10,02,2010
41,2010-02-11 00:00:00,535.63,11,02,2010
42,2010-02-12 00:00:00,533.55,12,02,2010
43,2010-02-13 00:00:00,,13,02,2010
44,2010-02-14 00:00:00,,14,02,2010
45,2010-02-15 00:00:00,529.6,15,02,2010
46,2010-02-16 00:00:00,525.48,16,02,2010
47,2010-02-17 00:00:00,527.58,17,02,2010
48,2010-02-18 00:00:00,527.81,18,02,2010
49,2010-02-19 00:00:00,532.39,19,02,2010
50,2010-02-20 00:00:00,,20,02,2010
51,2010-02-21 00:00:00,,21,02,2010
52,2010-02-22 00:00:00,533.21,22,02,2010
53,2010-02-23 00:00:00,529.19,23,02,2010
54,2010-02-24 00:00:00,528.52,24,02,2010
55,2010-02-25 00:00:00,530.67,25,02,2010
56,2010-02-26 00:00:00,529.69,26,02,2010
57,2010-02-27 00:00:00,,27,02,2010
58,2010-02-28 00:00:00,,28,02,2010
59,2010-03-01 00:00:00,527.84,01,03,2010
60,2010-03-02 00:00:00,524.94,02,03,2010
61,2010-03-03 00:00:00,521.49,03,03,2010
62,2010-03-04 00:00:00,515.81,04,03,2010
63,2010-03-05 00:00:00,515.04,05,03,2010
64,2010-03-06 00:00:00,,06,03,2010
65,2010-03-07 00:00:00,,07,03,2010
66,2010-03-08 00:00:00,511.23,08,03,2010
67,2010-03-09 00:00:00,508.66,09,03,2010
68,2010-03-10 00:00:00,512.79,10,03,2010
69,2010-03-11 00:00:00,515.17,11,03,2010
70,2010-03-12 00:00:00,520.81,12,03,2010
71,2010-03-13 00:00:00,,13,03,2010
72,2010-03-14 00:00:00,,14,03,2010
73,2010-03-15 00:00:00,516.33,15,03,2010
74,2010-03-16 00:00:00,516.45,16,03,2010
75,2010-03-17 00:00:00,521.87,17,03,2010
76,2010-03-18 00:00:00,526.89,18,03,2010
77,2010-03-19 00:00:00,525.95,19,03,2010
78,2010-03-20 00:00:00,,20,03,2010
79,2010-03-21 00:00:00,,21,03,2010
80,2010-03-22 00:00:00,527.78,22,03,2010
81,2010-03-23 00:00:00,533.24,23,03,2010
82,2010-03-24 00:00:00,533.87,24,03,2010
83,2010-03-25 00:00:00,532.69,25,03,2010
84,2010-03-26 00:00:00,532.33,26,03,2010
85,2010-03-27 00:00:00,,27,03,2010
86,2010-03-28 00:00:00,,28,03,2010
87,2010-03-29 00:00:00,533.06,29,03,2010
88,2010-03-30 00:00:00,532.21,30,03,2010
89,2010-03-31 00:00:00,526.29,31,03,2010
90,2010-04-01 00:00:00,524.46,01,04,2010
91,2010-04-02 00:00:00,,02,04,2010
92,2010-04-03 00:00:00,,03,04,2010
93,2010-04-04 00:00:00,,04,04,2010
94,2010-04-05 00:00:00,521.95,05,04,2010
95,2010-04-06 00:00:00,519.51,06,04,2010
96,2010-04-07 00:00:00,519.99,07,04,2010
97,2010-04-08 00:00:00,517.46,08,04,2010
98,2010-04-09 00:00:00,517.07,09,04,2010
99,2010-04-10 00:00:00,,10,04,2010
100,2010-04-11 00:00:00,,11,04,2010
101,2010-04-12 00:00:00,514.91,12,04,2010
102,2010-04-13 00:00:00,515.1,13,04,2010
103,2010-04-14 00:00:00,515.35,14,04,2010
104,2010-04-15 00:00:00,516.34,15,04,2010
105,2010-04-16 00:00:00,521.01,16,04,2010
106,2010-04-17 00:00:00,,17,04,2010
107,2010-04-18 00:00:00,,18,04,2010
108,2010-04-19 00:00:00,522.82,19,04,2010
109,2010-04-20 00:00:00,525.13,20,04,2010
110,2010-04-21 00:00:00,527.38,21,04,2010
111,2010-04-22 00:00:00,523.94,22,04,2010
112,2010-04-23 00:00:00,521.42,23,04,2010
113,2010-04-24 00:00:00,,24,04,2010
114,2010-04-25 00:00:00,,25,04,2010
115,2010-04-26 00:00:00,521.25,26,04,2010
116,2010-04-27 00:00:00,519.52,27,04,2010
117,2010-04-28 00:00:00,522.65,28,04,2010
118,2010-04-29 00:00:00,524.86,29,04,2010
119,2010-04-30 00:00:00,520.99,30,04,2010
120,2010-05-01 00:00:00,,01,05,2010
121,2010-05-02 00:00:00,,02,05,2010
122,2010-05-03 00:00:00,517.23,03,05,2010
123,2010-05-04 00:00:00,518.44,04,05,2010
124,2010-05-05 00:00:00,522.73,05,05,2010
125,2010-05-06 00:00:00,527.6,06,05,2010
126,2010-05-07 00:00:00,527.59,07,05,2010
127,2010-05-08 00:00:00,,08,05,2010
128,2010-05-09 00:00:00,,09,05,2010
129,2010-05-10 00:00:00,532.99,10,05,2010
130,2010-05-11 00:00:00,527.94,11,05,2010
131,2010-05-12 00:00:00,529.96,12,05,2010
132,2010-05-13 00:00:00,529.35,13,05,2010
133,2010-05-14 00:00:00,532.23,14,05,2010
134,2010-05-15 00:00:00,,15,05,2010
135,2010-05-16 00:00:00,,16,05,2010
136,2010-05-17 00:00:00,534.33,17,05,2010
137,2010-05-18 00:00:00,538.6,18,05,2010
138,2010-05-19 00:00:00,542.68,19,05,2010
139,2010-05-20 00:00:00,549.17,20,05,2010
140,2010-05-21 00:00:00,,21,05,2010
141,2010-05-22 00:00:00,,22,05,2010
142,2010-05-23 00:00:00,,23,05,2010
143,2010-05-24 00:00:00,548.18,24,05,2010
144,2010-05-25 00:00:00,539.93,25,05,2010
145,2010-05-26 00:00:00,544.59,26,05,2010
146,2010-05-27 00:00:00,539.35,27,05,2010
147,2010-05-28 00:00:00,532.01,28,05,2010
148,2010-05-29 00:00:00,,29,05,2010
149,2010-05-30 00:00:00,,30,05,2010
150,2010-05-31 00:00:00,529.23,31,05,2010
151,2010-06-01 00:00:00,530.62,01,06,2010
152,2010-06-02 00:00:00,533.1,02,06,2010
153,2010-06-03 00:00:00,534.72,03,06,2010
154,2010-06-04 00:00:00,535.25,04,06,2010
155,2010-06-05 00:00:00,,05,06,2010
156,2010-06-06 00:00:00,,06,06,2010
157,2010-06-07 00:00:00,540.98,07,06,2010
158,2010-06-08 00:00:00,545.32,08,06,2010
159,2010-06-09 00:00:00,548.16,09,06,2010
160,2010-06-10 00:00:00,542.45,10,06,2010
161,2010-06-11 00:00:00,537.81,11,06,2010
162,2010-06-12 00:00:00,,12,06,2010
163,2010-06-13 00:00:00,,13,06,2010
164,2010-06-14 00:00:00,537.57,14,06,2010
165,2010-06-15 00:00:00,535.01,15,06,2010
166,2010-06-16 00:00:00,536.15,16,06,2010
167,2010-06-17 00:00:00,530.42,17,06,2010
168,2010-06-18 00:00:00,530.36,18,06,2010
169,2010-06-19 00:00:00,,19,06,2010
170,2010-06-20 00:00:00,,20,06,2010
171,2010-06-21 00:00:00,532.74,21,06,2010
172,2010-06-22 00:00:00,530.32,22,06,2010
173,2010-06-23 00:00:00,532.85,23,06,2010
174,2010-06-24 00:00:00,535.56,24,06,2010
175,2010-06-25 00:00:00,539.68,25,06,2010
176,2010-06-26 00:00:00,,26,06,2010
177,2010-06-27 00:00:00,,27,06,2010
178,2010-06-28 00:00:00,,28,06,2010
179,2010-06-29 00:00:00,537.87,29,06,2010
180,2010-06-30 00:00:00,543.09,30,06,2010
181,2010-07-01 00:00:00,547.19,01,07,2010
182,2010-07-02 00:00:00,545.31,02,07,2010
183,2010-07-03 00:00:00,,03,07,2010
184,2010-07-04 00:00:00,,04,07,2010
185,2010-07-05 00:00:00,538.36,05,07,2010
186,2010-07-06 00:00:00,537.5,06,07,2010
187,2010-07-07 00:00:00,535.88,07,07,2010
188,2010-07-08 00:00:00,536.79,08,07,2010
189,2010-07-09 00:00:00,536.31,09,07,2010
190,2010-07-10 00:00:00,,10,07,2010
191,2010-07-11 00:00:00,,11,07,2010
192,2010-07-12 00:00:00,538.31,12,07,2010
193,2010-07-13 00:00:00,539.02,13,07,2010
194,2010-07-14 00:00:00,535.4,14,07,2010
195,2010-07-15 00:00:00,534.98,15,07,2010
196,2010-07-16 00:00:00,,16,07,2010
197,2010-07-17 00:00:00,,17,07,2010
198,2010-07-18 00:00:00,,18,07,2010
