,Periodo,1.Dólar observado,dia,mes,year
2922,1998-01-01 00:00:00,,01,01,1998
2923,1998-01-02 00:00:00,439.18,02,01,1998
2924,1998-01-03 00:00:00,,03,01,1998
2925,1998-01-04 00:00:00,,04,01,1998
2926,1998-01-05 00:00:00,439.58,05,01,1998
2927,1998-01-06 00:00:00,441.52,06,01,1998
2928,1998-01-07 00:00:00,443.44,07,01,1998
2929,1998-01-08 00:00:00,447.92,08,01,1998
2930,1998-01-09 00:00:00,459.11,09,01,1998
2931,1998-01-10 00:00:00,,10,01,1998
2932,1998-01-11 00:00:00,,11,01,1998
2933,1998-01-12 00:00:00,459.38,12,01,1998
2934,1998-01-13 00:00:00,466.95,13,01,1998
2935,1998-01-14 00:00:00,460.55,14,01,1998
2936,1998-01-15 00:00:00,454.91,15,01,1998
2937,1998-01-16 00:00:00,455.94,16,01,1998
2938,1998-01-17 00:00:00,,17,01,1998
2939,1998-01-18 00:00:00,,18,01,1998
2940,1998-01-19 00:00:00,456.37,19,01,1998
2941,1998-01-20 00:00:00,456.86,20,01,1998
2942,1998-01-21 00:00:00,457.67,21,01,1998
2943,1998-01-22 00:00:00,457.56,22,01,1998
2944,1998-01-23 00:00:00,458.15,23,01,1998
2945,1998-01-24 00:00:00,,24,01,1998
2946,1998-01-25 00:00:00,,25,01,1998
2947,1998-01-26 00:00:00,458.34,26,01,1998
2948,1998-01-27 00:00:00,455.79,27,01,1998
2949,1998-01-28 00:00:00,450.55,28,01,1998
2950,1998-01-29 00:00:00,449.6,29,01,1998
2951,1998-01-30 00:00:00,451.8,30,01,1998
2952,1998-01-31 00:00:00,,31,01,1998
2953,1998-02-01 00:00:00,,01,02,1998
2954,1998-02-02 00:00:00,454.25,02,02,1998
2955,1998-02-03 00:00:00,452.81,03,02,1998
2956,1998-02-04 00:00:00,453.37,04,02,1998
2957,1998-02-05 00:00:00,452.48,05,02,1998
2958,1998-02-06 00:00:00,452.08,06,02,1998
2959,1998-02-07 00:00:00,,07,02,1998
2960,1998-02-08 00:00:00,,08,02,1998
2961,1998-02-09 00:00:00,451.9,09,02,1998
2962,1998-02-10 00:00:00,449.12,10,02,1998
2963,1998-02-11 00:00:00,446.56,11,02,1998
2964,1998-02-12 00:00:00,442.21,12,02,1998
2965,1998-02-13 00:00:00,442.73,13,02,1998
2966,1998-02-14 00:00:00,,14,02,1998
2967,1998-02-15 00:00:00,,15,02,1998
2968,1998-02-16 00:00:00,444.38,16,02,1998
2969,1998-02-17 00:00:00,443.82,17,02,1998
2970,1998-02-18 00:00:00,441.53,18,02,1998
2971,1998-02-19 00:00:00,441.44,19,02,1998
2972,1998-02-20 00:00:00,444.02,20,02,1998
2973,1998-02-21 00:00:00,,21,02,1998
2974,1998-02-22 00:00:00,,22,02,1998
2975,1998-02-23 00:00:00,445.63,23,02,1998
2976,1998-02-24 00:00:00,451.42,24,02,1998
2977,1998-02-25 00:00:00,453.94,25,02,1998
2978,1998-02-26 00:00:00,454.26,26,02,1998
2979,1998-02-27 00:00:00,452.67,27,02,1998
2980,1998-02-28 00:00:00,,28,02,1998
2981,1998-03-01 00:00:00,,01,03,1998
2982,1998-03-02 00:00:00,451.67,02,03,1998
2983,1998-03-03 00:00:00,450.64,03,03,1998
2984,1998-03-04 00:00:00,450.19,04,03,1998
2985,1998-03-05 00:00:00,453.12,05,03,1998
2986,1998-03-06 00:00:00,453.26,06,03,1998
2987,1998-03-07 00:00:00,,07,03,1998
2988,1998-03-08 00:00:00,,08,03,1998
2989,1998-03-09 00:00:00,453.57,09,03,1998
2990,1998-03-10 00:00:00,453.66,10,03,1998
2991,1998-03-11 00:00:00,454.29,11,03,1998
2992,1998-03-12 00:00:00,453.96,12,03,1998
2993,1998-03-13 00:00:00,453.04,13,03,1998
2994,1998-03-14 00:00:00,,14,03,1998
2995,1998-03-15 00:00:00,,15,03,1998
2996,1998-03-16 00:00:00,452.43,16,03,1998
2997,1998-03-17 00:00:00,451.68,17,03,1998
2998,1998-03-18 00:00:00,451.45,18,03,1998
2999,1998-03-19 00:00:00,452.08,19,03,1998
3000,1998-03-20 00:00:00,452.03,20,03,1998
3001,1998-03-21 00:00:00,,21,03,1998
3002,1998-03-22 00:00:00,,22,03,1998
3003,1998-03-23 00:00:00,453.04,23,03,1998
3004,1998-03-24 00:00:00,452.64,24,03,1998
3005,1998-03-25 00:00:00,451.73,25,03,1998
3006,1998-03-26 00:00:00,451.57,26,03,1998
3007,1998-03-27 00:00:00,452.14,27,03,1998
3008,1998-03-28 00:00:00,,28,03,1998
3009,1998-03-29 00:00:00,,29,03,1998
3010,1998-03-30 00:00:00,453.32,30,03,1998
3011,1998-03-31 00:00:00,454.18,31,03,1998
3012,1998-04-01 00:00:00,454.34,01,04,1998
3013,1998-04-02 00:00:00,453.86,02,04,1998
3014,1998-04-03 00:00:00,454.18,03,04,1998
3015,1998-04-04 00:00:00,,04,04,1998
3016,1998-04-05 00:00:00,,05,04,1998
3017,1998-04-06 00:00:00,454.98,06,04,1998
3018,1998-04-07 00:00:00,454.78,07,04,1998
3019,1998-04-08 00:00:00,455.18,08,04,1998
3020,1998-04-09 00:00:00,455.08,09,04,1998
3021,1998-04-10 00:00:00,,10,04,1998
3022,1998-04-11 00:00:00,,11,04,1998
3023,1998-04-12 00:00:00,,12,04,1998
3024,1998-04-13 00:00:00,455.14,13,04,1998
3025,1998-04-14 00:00:00,454.51,14,04,1998
3026,1998-04-15 00:00:00,454.11,15,04,1998
3027,1998-04-16 00:00:00,453.43,16,04,1998
3028,1998-04-17 00:00:00,452.66,17,04,1998
3029,1998-04-18 00:00:00,,18,04,1998
3030,1998-04-19 00:00:00,,19,04,1998
3031,1998-04-20 00:00:00,453.43,20,04,1998
3032,1998-04-21 00:00:00,452.94,21,04,1998
3033,1998-04-22 00:00:00,452.65,22,04,1998
3034,1998-04-23 00:00:00,452.05,23,04,1998
3035,1998-04-24 00:00:00,451.8,24,04,1998
3036,1998-04-25 00:00:00,,25,04,1998
3037,1998-04-26 00:00:00,,26,04,1998
3038,1998-04-27 00:00:00,453.44,27,04,1998
3039,1998-04-28 00:00:00,453.87,28,04,1998
3040,1998-04-29 00:00:00,453.37,29,04,1998
3041,1998-04-30 00:00:00,452.81,30,04,1998
3042,1998-05-01 00:00:00,,01,05,1998
3043,1998-05-02 00:00:00,,02,05,1998
3044,1998-05-03 00:00:00,,03,05,1998
3045,1998-05-04 00:00:00,453.08,04,05,1998
3046,1998-05-05 00:00:00,452.51,05,05,1998
3047,1998-05-06 00:00:00,452.12,06,05,1998
3048,1998-05-07 00:00:00,452.93,07,05,1998
3049,1998-05-08 00:00:00,453.14,08,05,1998
3050,1998-05-09 00:00:00,,09,05,1998
3051,1998-05-10 00:00:00,,10,05,1998
3052,1998-05-11 00:00:00,452.75,11,05,1998
3053,1998-05-12 00:00:00,452.38,12,05,1998
3054,1998-05-13 00:00:00,452.65,13,05,1998
3055,1998-05-14 00:00:00,453.42,14,05,1998
3056,1998-05-15 00:00:00,452.92,15,05,1998
3057,1998-05-16 00:00:00,,16,05,1998
3058,1998-05-17 00:00:00,,17,05,1998
3059,1998-05-18 00:00:00,453.28,18,05,1998
3060,1998-05-19 00:00:00,453.98,19,05,1998
3061,1998-05-20 00:00:00,454.34,20,05,1998
3062,1998-05-21 00:00:00,,21,05,1998
3063,1998-05-22 00:00:00,453.83,22,05,1998
3064,1998-05-23 00:00:00,,23,05,1998
3065,1998-05-24 00:00:00,,24,05,1998
3066,1998-05-25 00:00:00,453.7,25,05,1998
3067,1998-05-26 00:00:00,453.71,26,05,1998
3068,1998-05-27 00:00:00,454.27,27,05,1998
3069,1998-05-28 00:00:00,455.31,28,05,1998
3070,1998-05-29 00:00:00,454.58,29,05,1998
3071,1998-05-30 00:00:00,,30,05,1998
3072,1998-05-31 00:00:00,,31,05,1998
3073,1998-06-01 00:00:00,455.03,01,06,1998
3074,1998-06-02 00:00:00,455.72,02,06,1998
3075,1998-06-03 00:00:00,455.68,03,06,1998
3076,1998-06-04 00:00:00,455.4,04,06,1998
3077,1998-06-05 00:00:00,455.39,05,06,1998
3078,1998-06-06 00:00:00,,06,06,1998
3079,1998-06-07 00:00:00,,07,06,1998
3080,1998-06-08 00:00:00,455.81,08,06,1998
3081,1998-06-09 00:00:00,455.79,09,06,1998
3082,1998-06-10 00:00:00,455.66,10,06,1998
3083,1998-06-11 00:00:00,,11,06,1998
3084,1998-06-12 00:00:00,455.81,12,06,1998
3085,1998-06-13 00:00:00,,13,06,1998
3086,1998-06-14 00:00:00,,14,06,1998
3087,1998-06-15 00:00:00,455.86,15,06,1998
3088,1998-06-16 00:00:00,455.96,16,06,1998
3089,1998-06-17 00:00:00,455.89,17,06,1998
3090,1998-06-18 00:00:00,455.88,18,06,1998
3091,1998-06-19 00:00:00,455.13,19,06,1998
3092,1998-06-20 00:00:00,,20,06,1998
3093,1998-06-21 00:00:00,,21,06,1998
3094,1998-06-22 00:00:00,455.1,22,06,1998
3095,1998-06-23 00:00:00,455.0,23,06,1998
3096,1998-06-24 00:00:00,455.65,24,06,1998
3097,1998-06-25 00:00:00,456.43,25,06,1998
3098,1998-06-26 00:00:00,457.35,26,06,1998
3099,1998-06-27 00:00:00,,27,06,1998
3100,1998-06-28 00:00:00,,28,06,1998
3101,1998-06-29 00:00:00,,29,06,1998
3102,1998-06-30 00:00:00,465.22,30,06,1998
3103,1998-07-01 00:00:00,468.02,01,07,1998
3104,1998-07-02 00:00:00,470.31,02,07,1998
3105,1998-07-03 00:00:00,467.92,03,07,1998
3106,1998-07-04 00:00:00,,04,07,1998
3107,1998-07-05 00:00:00,,05,07,1998
3108,1998-07-06 00:00:00,467.5,06,07,1998
3109,1998-07-07 00:00:00,465.18,07,07,1998
3110,1998-07-08 00:00:00,462.61,08,07,1998
3111,1998-07-09 00:00:00,463.98,09,07,1998
3112,1998-07-10 00:00:00,462.78,10,07,1998
3113,1998-07-11 00:00:00,,11,07,1998
3114,1998-07-12 00:00:00,,12,07,1998
3115,1998-07-13 00:00:00,464.13,13,07,1998
3116,1998-07-14 00:00:00,462.98,14,07,1998
3117,1998-07-15 00:00:00,462.23,15,07,1998
3118,1998-07-16 00:00:00,462.03,16,07,1998
3119,1998-07-17 00:00:00,461.87,17,07,1998
3120,1998-07-18 00:00:00,,18,07,1998
3121,1998-07-19 00:00:00,,19,07,1998
3122,1998-07-20 00:00:00,461.85,20,07,1998
3123,1998-07-21 00:00:00,461.42,21,07,1998
3124,1998-07-22 00:00:00,462.56,22,07,1998
3125,1998-07-23 00:00:00,465.16,23,07,1998
3126,1998-07-24 00:00:00,466.14,24,07,1998
3127,1998-07-25 00:00:00,,25,07,1998
3128,1998-07-26 00:00:00,,26,07,1998
3129,1998-07-27 00:00:00,465.12,27,07,1998
3130,1998-07-28 00:00:00,466.06,28,07,1998
3131,1998-07-29 00:00:00,465.87,29,07,1998
3132,1998-07-30 00:00:00,465.82,30,07,1998
3133,1998-07-31 00:00:00,465.21,31,07,1998
3134,1998-08-01 00:00:00,,01,08,1998
3135,1998-08-02 00:00:00,,02,08,1998
3136,1998-08-03 00:00:00,466.16,03,08,1998
3137,1998-08-04 00:00:00,467.4,04,08,1998
3138,1998-08-05 00:00:00,468.59,05,08,1998
3139,1998-08-06 00:00:00,469.86,06,08,1998
3140,1998-08-07 00:00:00,469.01,07,08,1998
3141,1998-08-08 00:00:00,,08,08,1998
3142,1998-08-09 00:00:00,,09,08,1998
3143,1998-08-10 00:00:00,469.3,10,08,1998
3144,1998-08-11 00:00:00,469.85,11,08,1998
3145,1998-08-12 00:00:00,471.73,12,08,1998
3146,1998-08-13 00:00:00,471.35,13,08,1998
3147,1998-08-14 00:00:00,470.9,14,08,1998
3148,1998-08-15 00:00:00,,15,08,1998
3149,1998-08-16 00:00:00,,16,08,1998
3150,1998-08-17 00:00:00,471.02,17,08,1998
3151,1998-08-18 00:00:00,472.3,18,08,1998
3152,1998-08-19 00:00:00,471.66,19,08,1998
3153,1998-08-20 00:00:00,471.74,20,08,1998
3154,1998-08-21 00:00:00,472.41,21,08,1998
3155,1998-08-22 00:00:00,,22,08,1998
3156,1998-08-23 00:00:00,,23,08,1998
3157,1998-08-24 00:00:00,474.01,24,08,1998
3158,1998-08-25 00:00:00,474.03,25,08,1998
3159,1998-08-26 00:00:00,473.0,26,08,1998
3160,1998-08-27 00:00:00,473.3,27,08,1998
3161,1998-08-28 00:00:00,474.36,28,08,1998
3162,1998-08-29 00:00:00,,29,08,1998
3163,1998-08-30 00:00:00,,30,08,1998
3164,1998-08-31 00:00:00,474.38,31,08,1998
3165,1998-09-01 00:00:00,473.37,01,09,1998
3166,1998-09-02 00:00:00,473.69,02,09,1998
3167,1998-09-03 00:00:00,472.92,03,09,1998
3168,1998-09-04 00:00:00,472.81,04,09,1998
3169,1998-09-05 00:00:00,,05,09,1998
3170,1998-09-06 00:00:00,,06,09,1998
3171,1998-09-07 00:00:00,474.27,07,09,1998
3172,1998-09-08 00:00:00,473.0,08,09,1998
3173,1998-09-09 00:00:00,472.36,09,09,1998
3174,1998-09-10 00:00:00,473.6,10,09,1998
3175,1998-09-11 00:00:00,,11,09,1998
3176,1998-09-12 00:00:00,,12,09,1998
3177,1998-09-13 00:00:00,,13,09,1998
3178,1998-09-14 00:00:00,474.98,14,09,1998
3179,1998-09-15 00:00:00,471.56,15,09,1998
3180,1998-09-16 00:00:00,468.3,16,09,1998
3181,1998-09-17 00:00:00,464.51,17,09,1998
3182,1998-09-18 00:00:00,,18,09,1998
3183,1998-09-19 00:00:00,,19,09,1998
3184,1998-09-20 00:00:00,,20,09,1998
3185,1998-09-21 00:00:00,469.22,21,09,1998
3186,1998-09-22 00:00:00,468.31,22,09,1998
3187,1998-09-23 00:00:00,467.25,23,09,1998
3188,1998-09-24 00:00:00,468.4,24,09,1998
3189,1998-09-25 00:00:00,467.92,25,09,1998
3190,1998-09-26 00:00:00,,26,09,1998
3191,1998-09-27 00:00:00,,27,09,1998
3192,1998-09-28 00:00:00,469.61,28,09,1998
3193,1998-09-29 00:00:00,467.53,29,09,1998
3194,1998-09-30 00:00:00,466.38,30,09,1998
3195,1998-10-01 00:00:00,467.25,01,10,1998
3196,1998-10-02 00:00:00,468.07,02,10,1998
3197,1998-10-03 00:00:00,,03,10,1998
3198,1998-10-04 00:00:00,,04,10,1998
3199,1998-10-05 00:00:00,467.84,05,10,1998
3200,1998-10-06 00:00:00,466.49,06,10,1998
3201,1998-10-07 00:00:00,464.87,07,10,1998
3202,1998-10-08 00:00:00,463.09,08,10,1998
3203,1998-10-09 00:00:00,463.1,09,10,1998
3204,1998-10-10 00:00:00,,10,10,1998
3205,1998-10-11 00:00:00,,11,10,1998
3206,1998-10-12 00:00:00,,12,10,1998
3207,1998-10-13 00:00:00,464.38,13,10,1998
3208,1998-10-14 00:00:00,463.33,14,10,1998
3209,1998-10-15 00:00:00,461.42,15,10,1998
3210,1998-10-16 00:00:00,460.68,16,10,1998
3211,1998-10-17 00:00:00,,17,10,1998
3212,1998-10-18 00:00:00,,18,10,1998
3213,1998-10-19 00:00:00,458.94,19,10,1998
3214,1998-10-20 00:00:00,461.5,20,10,1998
3215,1998-10-21 00:00:00,463.46,21,10,1998
3216,1998-10-22 00:00:00,462.45,22,10,1998
3217,1998-10-23 00:00:00,462.56,23,10,1998
3218,1998-10-24 00:00:00,,24,10,1998
3219,1998-10-25 00:00:00,,25,10,1998
3220,1998-10-26 00:00:00,463.22,26,10,1998
3221,1998-10-27 00:00:00,462.86,27,10,1998
3222,1998-10-28 00:00:00,463.68,28,10,1998
3223,1998-10-29 00:00:00,463.96,29,10,1998
3224,1998-10-30 00:00:00,462.49,30,10,1998
3225,1998-10-31 00:00:00,,31,10,1998
3226,1998-11-01 00:00:00,,01,11,1998
3227,1998-11-02 00:00:00,462.74,02,11,1998
3228,1998-11-03 00:00:00,461.39,03,11,1998
3229,1998-11-04 00:00:00,462.44,04,11,1998
3230,1998-11-05 00:00:00,463.08,05,11,1998
3231,1998-11-06 00:00:00,462.18,06,11,1998
3232,1998-11-07 00:00:00,,07,11,1998
3233,1998-11-08 00:00:00,,08,11,1998
3234,1998-11-09 00:00:00,463.03,09,11,1998
3235,1998-11-10 00:00:00,462.88,10,11,1998
3236,1998-11-11 00:00:00,463.36,11,11,1998
3237,1998-11-12 00:00:00,462.62,12,11,1998
3238,1998-11-13 00:00:00,462.44,13,11,1998
3239,1998-11-14 00:00:00,,14,11,1998
3240,1998-11-15 00:00:00,,15,11,1998
3241,1998-11-16 00:00:00,462.26,16,11,1998
3242,1998-11-17 00:00:00,461.08,17,11,1998
3243,1998-11-18 00:00:00,460.75,18,11,1998
3244,1998-11-19 00:00:00,461.58,19,11,1998
3245,1998-11-20 00:00:00,462.83,20,11,1998
3246,1998-11-21 00:00:00,,21,11,1998
3247,1998-11-22 00:00:00,,22,11,1998
3248,1998-11-23 00:00:00,463.61,23,11,1998
3249,1998-11-24 00:00:00,464.95,24,11,1998
3250,1998-11-25 00:00:00,466.16,25,11,1998
3251,1998-11-26 00:00:00,466.42,26,11,1998
3252,1998-11-27 00:00:00,466.36,27,11,1998
3253,1998-11-28 00:00:00,,28,11,1998
3254,1998-11-29 00:00:00,,29,11,1998
3255,1998-11-30 00:00:00,466.22,30,11,1998
3256,1998-12-01 00:00:00,468.04,01,12,1998
3257,1998-12-02 00:00:00,468.64,02,12,1998
3258,1998-12-03 00:00:00,469.64,03,12,1998
3259,1998-12-04 00:00:00,472.08,04,12,1998
3260,1998-12-05 00:00:00,,05,12,1998
3261,1998-12-06 00:00:00,,06,12,1998
3262,1998-12-07 00:00:00,473.77,07,12,1998
3263,1998-12-08 00:00:00,,08,12,1998
3264,1998-12-09 00:00:00,471.67,09,12,1998
3265,1998-12-10 00:00:00,472.73,10,12,1998
3266,1998-12-11 00:00:00,472.31,11,12,1998
3267,1998-12-12 00:00:00,,12,12,1998
3268,1998-12-13 00:00:00,,13,12,1998
3269,1998-12-14 00:00:00,473.5,14,12,1998
3270,1998-12-15 00:00:00,474.33,15,12,1998
3271,1998-12-16 00:00:00,474.69,16,12,1998
3272,1998-12-17 00:00:00,473.23,17,12,1998
3273,1998-12-18 00:00:00,472.21,18,12,1998
3274,1998-12-19 00:00:00,,19,12,1998
3275,1998-12-20 00:00:00,,20,12,1998
3276,1998-12-21 00:00:00,471.32,21,12,1998
3277,1998-12-22 00:00:00,470.43,22,12,1998
3278,1998-12-23 00:00:00,472.28,23,12,1998
3279,1998-12-24 00:00:00,475.41,24,12,1998
3280,1998-12-25 00:00:00,,25,12,1998
3281,1998-12-26 00:00:00,,26,12,1998
3282,1998-12-27 00:00:00,,27,12,1998
3283,1998-12-28 00:00:00,474.02,28,12,1998
3284,1998-12-29 00:00:00,473.67,29,12,1998
3285,1998-12-30 00:00:00,473.77,30,12,1998
3286,1998-12-31 00:00:00,,31,12,1998
