,Periodo,1.Dólar observado,dia,mes,year
0,1990-01-01 00:00:00,,01,01,1990
1,1990-01-02 00:00:00,297.37,02,01,1990
2,1990-01-03 00:00:00,297.32,03,01,1990
3,1990-01-04 00:00:00,297.65,04,01,1990
4,1990-01-05 00:00:00,297.66,05,01,1990
5,1990-01-06 00:00:00,,06,01,1990
6,1990-01-07 00:00:00,,07,01,1990
7,1990-01-08 00:00:00,298.18,08,01,1990
8,1990-01-09 00:00:00,297.82,09,01,1990
9,1990-01-10 00:00:00,298.11,10,01,1990
10,1990-01-11 00:00:00,297.86,11,01,1990
11,1990-01-12 00:00:00,297.27,12,01,1990
12,1990-01-13 00:00:00,,13,01,1990
13,1990-01-14 00:00:00,,14,01,1990
14,1990-01-15 00:00:00,297.1,15,01,1990
15,1990-01-16 00:00:00,293.9,16,01,1990
16,1990-01-17 00:00:00,293.74,17,01,1990
17,1990-01-18 00:00:00,294.78,18,01,1990
18,1990-01-19 00:00:00,296.84,19,01,1990
19,1990-01-20 00:00:00,,20,01,1990
20,1990-01-21 00:00:00,,21,01,1990
21,1990-01-22 00:00:00,296.54,22,01,1990
22,1990-01-23 00:00:00,296.66,23,01,1990
23,1990-01-24 00:00:00,296.93,24,01,1990
24,1990-01-25 00:00:00,297.13,25,01,1990
25,1990-01-26 00:00:00,296.79,26,01,1990
26,1990-01-27 00:00:00,,27,01,1990
27,1990-01-28 00:00:00,,28,01,1990
28,1990-01-29 00:00:00,296.96,29,01,1990
29,1990-01-30 00:00:00,296.64,30,01,1990
30,1990-01-31 00:00:00,295.4,31,01,1990
31,1990-02-01 00:00:00,295.58,01,02,1990
32,1990-02-02 00:00:00,295.03,02,02,1990
33,1990-02-03 00:00:00,,03,02,1990
34,1990-02-04 00:00:00,,04,02,1990
35,1990-02-05 00:00:00,295.29,05,02,1990
36,1990-02-06 00:00:00,294.98,06,02,1990
37,1990-02-07 00:00:00,294.59,07,02,1990
38,1990-02-08 00:00:00,293.08,08,02,1990
39,1990-02-09 00:00:00,290.61,09,02,1990
40,1990-02-10 00:00:00,,10,02,1990
41,1990-02-11 00:00:00,,11,02,1990
42,1990-02-12 00:00:00,287.86,12,02,1990
43,1990-02-13 00:00:00,282.94,13,02,1990
44,1990-02-14 00:00:00,280.88,14,02,1990
45,1990-02-15 00:00:00,285.98,15,02,1990
46,1990-02-16 00:00:00,288.8,16,02,1990
47,1990-02-17 00:00:00,,17,02,1990
48,1990-02-18 00:00:00,,18,02,1990
49,1990-02-19 00:00:00,293.51,19,02,1990
50,1990-02-20 00:00:00,294.59,20,02,1990
51,1990-02-21 00:00:00,298.2,21,02,1990
52,1990-02-22 00:00:00,298.84,22,02,1990
53,1990-02-23 00:00:00,294.06,23,02,1990
54,1990-02-24 00:00:00,,24,02,1990
55,1990-02-25 00:00:00,,25,02,1990
56,1990-02-26 00:00:00,293.72,26,02,1990
57,1990-02-27 00:00:00,295.24,27,02,1990
58,1990-02-28 00:00:00,295.48,28,02,1990
59,1990-03-01 00:00:00,295.18,01,03,1990
60,1990-03-02 00:00:00,294.05,02,03,1990
61,1990-03-03 00:00:00,,03,03,1990
62,1990-03-04 00:00:00,,04,03,1990
